date,key,name,AM,PM,ISCS
2022-03-08 0:00,165,목포,서리 결빙,,
2022-12-08 0:00,165,목포,서리,,
2022-12-12 0:00,165,목포,서리,ぁ,ぁ1920-1948. ぁ2006-2016.
2022-12-26 0:00,165,목포,결빙 서리,,
2022-12-27 0:00,165,목포,서리 결빙,,
2022-12-28 0:00,165,목포,서리 결빙,결빙,
2022-12-29 0:00,165,목포,서리 결빙,,
2022-12-30 0:00,165,목포,박무 결빙 서리,,こ0242-こゎ0300-0528. こ0632-こゎ0900-0944.
2022-12-31 0:00,165,목포,결빙 서리,,
2023-01-01 0:00,165,목포,결빙 서리 박무 연무,연무,こ0931-1114. て1120-てゎ1200-てゎ1500-1647.
2023-01-06 0:00,165,목포,박무 서리 결빙 연무,연무 ぁ 박무,-こ-こわ0300-こわ0600-こわ0900-1123. て1118-てゎ1200-てゎ1500-1550. て1810-1941. ぁ1920-1942. こ1936-こゎ2100-こわ2400- ぁ2006-ぁゎ2100-2113. ぁ2217-2258.
2023-01-08 0:00,165,목포,황사 결빙 서리,황사,-と-とゎ0300-とゎ0600-とゎ0900-とゎ1200-1414.
2023-01-10 0:00,165,목포,결빙 서리,결빙,
2023-01-11 0:00,165,목포,결빙 서리,,
2023-01-18 0:00,165,목포,결빙 서리,결빙,
2023-01-19 0:00,165,목포,결빙 박무 서리,,こ0625-0853.
2023-01-31 0:00,165,목포,결빙 서리,,
2023-02-04 0:00,165,목포,결빙 서리,서리 결빙,
2023-02-05 0:00,165,목포,서리 결빙,서리 결빙,
2023-02-06 0:00,165,목포,서리 결빙,박무,こ2152-こゎ2400-
2023-02-07 0:00,165,목포,박무 서리,박무,-こ-0017. こ0126-こゎ0300-0448. こ0632-こゎ0900-0955. こ2114-こゎ2400-
2023-02-08 0:00,165,목포,박무 서리 결빙,,-こ-こゎ0300-こゎ0600-こゎ0900-1124.
2023-02-11 0:00,165,목포,박무 결빙 서리 안개,박무,こ0144-こゎ0300-こゎ0600-よりぐ0804-らりこ0815-こわ0900-1054. こ2029-こゎ2100-2313.
2023-02-12 0:00,165,목포,박무 서리 결빙,ぁ 박무,こ0018-こゎ0300-こゎ0600-0808. ぁ1536-1721. ぁ1754-ぁゎ1800-1916. ぁ1951-2052. ぁ2125-2147. こ2136-こゎ2400-
2023-02-17 0:00,165,목포,서리 결빙,,
2023-02-20 0:00,165,목포,결빙 서리,결빙,
2023-02-22 0:00,165,목포,결빙 서리,ぁ 진눈깨비 눈,ぁ2017-2033. ぁ2117-う2151-ぅ2314-ぅゎ2400-
2023-02-26 0:00,165,목포,서리 결빙,,
2023-02-27 0:00,165,목포,결빙 서리,,
2023-02-28 0:00,165,목포,서리 결빙,,
2023-03-03 0:00,165,목포,서리 결빙,,
2023-03-05 0:00,165,목포,서리,,
2023-03-06 0:00,165,목포,박무 서리,,こ0052-こゎ0300-こゎ0600-0835.
2023-03-14 0:00,165,목포,서리,,
2023-11-08 0:00,165,목포,서리,,
2023-11-21 0:00,165,목포,서리,박무,こ2338-こゎ2400-
2023-12-04 0:00,165,목포,서리 결빙,햇무리,は1354-1458.
2023-12-26 0:00,165,목포,결빙 서리,,
2023-12-29 0:00,165,목포,박무 서리 결빙 연무,연무 박무,-こ-こゎ0300-こゎ0600-こゎ0900-1036. て1026-てゎ1200-てゎ1500-てゎ1800-2052. こ2047-こゎ2100-こゎ2400-
2023-12-30 0:00,165,목포,박무 서리 연무,ぁ 연무 박무,-こ-こゎ0300-こわ0600-こゎ0900-1049. て1046-てゎ1200-1420. ぁ1415-ぁゎ1500-1752. こ1747-こゎ1800-こゎ2100-2222. ぁ2215-2344. こ2333-こわ2400-
2024-01-04 0:00,165,목포,서리,박무,こ2105-こゎ2400-
2024-01-11 0:00,165,목포,결빙 서리,,
2024-01-14 0:00,165,목포,결빙 서리,ぁ,ぁ1646-1722. ぁ1734-ぁゎ1800-1831. ぁ1938-1958.
2024-01-16 0:00,165,목포,결빙 서리,,
2024-01-27 0:00,165,목포,박무 결빙 서리,,こ0120-こゎ0300-0310.
2024-01-29 0:00,165,목포,서리 결빙,,
2024-01-30 0:00,165,목포,서리 결빙,ぁ,ぁ1923-2056. ぁ2259-ぁゎ2400-
2024-02-07 0:00,165,목포,서리 결빙,,
2024-02-08 0:00,165,목포,결빙 서리,,
2024-02-09 0:00,165,목포,서리 결빙,,
2024-02-10 0:00,165,목포,결빙 서리,연무 박무,て1255-てゎ1500-てゎ1800-2031. こ2026-こわ2100-こわ2400-
2024-02-11 0:00,165,목포,안개 박무 서리 결빙,연무 박무,-ぐ-よりぐ0242-ぐゎ0300-らりこ0308-こゐ0600-よりぐ0703-よるぐ0705- よれぐ0708-よろぐ0717-ぐゐ0900-らろぐ0944-られぐ1001-らるぐ1005-らりこ1014-こゎ1200-1250. て1246-1344. て1511-てゎ1800-1855.
2024-02-12 0:00,165,목포,박무 서리 결빙,연무,こ0025-こゎ0300-こゎ0600-こゎ0900-1044. て2010-てゎ2100-てゎ2400-
2024-02-16 0:00,165,목포,서리 결빙,,
2024-02-17 0:00,165,목포,서리 결빙,,
2024-03-15 0:00,165,목포,박무 서리,,こ0250-こゎ0300-0415.
2024-03-16 0:00,165,목포,서리,ぁ,ぁ1721-ぁゎ1800-ぁゎ2100-2133. ぁ2220-2242.
2024-03-21 0:00,165,목포,서리,,
2024-12-20 0:00,165,목포,결빙 서리,ぁ 박무,ぁ1212-1222. ぁ1649-1733. こ2014-こゎ2100-2221. ぁ2336-2343.
2024-12-23 0:00,165,목포,서리 결빙,,
2024-12-24 0:00,165,목포,서리 결빙,,
2024-12-25 0:00,165,목포,서리 결빙,,
2025-01-01 0:00,165,목포,결빙 서리,,
2025-01-02 0:00,165,목포,결빙 서리,,
2025-01-13 0:00,165,목포,박무 결빙 서리,,-こ-0113. 
2025-01-18 0:00,165,목포,결빙 서리,,
2025-01-19 0:00,165,목포,결빙 서리,,
2025-01-20 0:00,165,목포,박무 서리 결빙,박무,こ0632-0707. こ0905-こゎ1200-1227. こ1929-こゎ2100-こゎ2400-
2025-01-21 0:00,165,목포,박무 연무 서리 결빙,박무,-こ-こわ0300-こわ0600-こゎ0900-1056. こ1905-こゎ2100-こわ2400- て1045-1155. 
2025-01-22 0:00,165,목포,박무 서리 결빙,박무,-こ-こわ0300-こゎ0600-こゎ0900-1005. こ2044-こゎ2100-こわ2400-
2025-01-23 0:00,165,목포,박무 서리 결빙,,-こ-こゐ0300-こゎ0600-こゎ0900-1021. 
2025-01-25 0:00,165,목포,결빙 서리,,
2025-02-11 0:00,165,목포,결빙 서리,,
2025-02-14 0:00,165,목포,결빙 서리,,
2025-02-15 0:00,165,목포,박무 서리 결빙,ぁ,ぁ1501-1535. ぁ1617-1627.  こ0354-0451. こ0648-0704. 
2025-02-16 0:00,165,목포,박무 서리 결빙,박무 연무,こ0007-こゎ0300-こゎ0600-こゎ0900-0928. こ1635-こわ1800-こゎ2100-こゎ2400- て1453-てゎ1500-1640. 
2025-02-25 0:00,165,목포,결빙 서리,,
2025-02-27 0:00,165,목포,결빙 서리,ぁ 안개비,ぁ1818-1842. ぁ1940-2044. ぁ2102-2117. あ2352-あゎ2400-
2025-03-07 0:00,165,목포,서리 결빙,,
2025-03-09 0:00,165,목포,박무 결빙 서리,연무 박무,こ0503-こゎ0600-0627. て1923-てゎ2100-2157. こ2158-こゎ2400-
2025-03-10 0:00,165,목포,박무 서리,,-こ-こゎ0300-0546. こ0604-0858.
2025-03-11 0:00,165,목포,서리,,
2025-04-01 0:00,165,목포,박무 서리,,こ0138-こゎ0300-こゎ0600-0757. 
2025-04-02 0:00,165,목포,서리,ぁ 박무,ぁ1541-1626.  こ2254-こゎ2400-
2019-01-23 0:00,168,여수,연무 서리,연무,-て-てゎ0300-てわ0600-てゎ0900-1034. て1756-てゎ1800-1833.
2019-01-29 0:00,168,여수,결빙 서리,결빙,
2019-02-02 0:00,168,여수,결빙 서리,연무,て1816-てゎ2100-てゎ2400-
2019-12-25 0:00,168,여수,서리,,
2020-01-05 0:00,168,여수,연무 서리 결빙 박무,,-て-てゎ0300-てゎ0600-0615. こ0605-0825. て0840-てゎ0900-0905.
2020-01-10 0:00,168,여수,연무 서리 결빙 박무,,て0218-てゎ0300-0330. こ0609-0712.
2020-02-04 0:00,168,여수,서리 결빙,,
2020-03-06 0:00,168,여수,서리 결빙 연무,,て0755-てゎ0900-0910.
2020-12-23 0:00,168,여수,연무 박무 결빙 서리,연무 박무,-て-てゎ0300-0532. こ0527-こわ0600-こわ0900-こゎ1200-1211. て1205-てゎ1500-てゎ1800-てゎ2100-てゎ2400-
2021-01-12 0:00,168,여수,결빙 서리,,
2021-01-13 0:00,168,여수,서리 결빙 박무,,こ0909-1028.
2021-01-31 0:00,168,여수,박무 서리 결빙 연무,ぁ 박무,こ0010-こゎ0300-こゎ0600-こゎ0900-0955. て0950-1054. ぁ2141-ぁゎ2400- こ2348-こゎ2400-
2021-03-03 0:00,168,여수,서리,,
2022-01-10 0:00,168,여수,서리 결빙 연무 박무,연무,-て-てわ0300-0430. こ0420-こわ0600-こわ0900-1022. て1017-てゎ1200-てゎ1500-てわ1800-てゎ2100-2302.
2022-02-26 0:00,168,여수,연무 박무 서리 결빙,연무,-て-てゎ0300-0343. こ0335-こわ0600-こゎ0900-0923. て0914-てゎ1200-1234. て2319-てゎ2400-
2022-12-20 0:00,168,여수,결빙 서리,,
2023-01-11 0:00,168,여수,서리 결빙 박무,이슬,こ0745-0834.
2023-01-19 0:00,168,여수,결빙 서리,,
2023-01-29 0:00,168,여수,결빙 서리,,
2023-02-05 0:00,168,여수,결빙 연무 서리,결빙,て0518-てゎ0600-0732. て0842-てゎ0900-0927.
2023-02-06 0:00,168,여수,결빙 서리,,
2023-02-27 0:00,168,여수,결빙 서리,,
2023-12-04 0:00,168,여수,서리 연무,,て0915-1050.
2023-12-30 0:00,168,여수,박무 연무 서리 결빙,연무 ぁ 박무,こ0215-こわ0300-こわ0600-こわ0900-1132. -て-0223. て1126-てゎ1200-てゎ1500-1606. ぁ1528-1657. ぁ1737-ぁゎ1800-1955. こ1945-こゎ2100-こゎ2400-
2024-02-08 0:00,168,여수,결빙 서리 박무 연무,,こ0711-こゎ0900-0958. て0952-1052.
2024-02-17 0:00,168,여수,서리 박무,,こ0833-こゎ0900-0930.
2024-12-15 0:00,168,여수,결빙 서리,,
2024-12-29 0:00,168,여수,결빙 서리,결빙,
2024-12-30 0:00,168,여수,결빙 서리,,
2025-01-17 0:00,168,여수,결빙 서리,결빙,
2025-01-18 0:00,168,여수,결빙 서리,,
2025-01-20 0:00,168,여수,박무 결빙 서리,연무,こ0837-こゎ0900-1029.  て1241-てゎ1500-1715. て2328-てゎ2400-
2025-01-22 0:00,168,여수,연무 서리 결빙,연무,て0231-てゎ0300-てゎ0600-てゎ0900-てゎ1200-1228. て2222-てゎ2400-
2025-01-31 0:00,168,여수,결빙 서리,ぁ,ぁ2051-ぁゎ2100-2212. 
2025-02-11 0:00,168,여수,결빙 서리,,
2019-01-18 0:00,169,흑산도,서리,,
2019-01-19 0:00,169,흑산도,서리,ぁ 박무,ぁ1215-ぁゎ1500-1728. こ1246-1335. こ1450-こゎ1500-こわ1800-こわ2100-こゎ2400- ぁ2033-ぁゎ2100-2356.
2019-12-28 0:00,169,흑산도,서리,,
2020-02-04 0:00,169,흑산도,서리,ぁ,ぁ2256-ぁゎ2400-
2020-03-06 0:00,169,흑산도,서리,달무리 이슬,ば1940-2250.
2020-03-12 0:00,169,흑산도,이슬 서리,이슬,
2021-01-04 0:00,169,흑산도,서리 결빙,ぁ,ぁ1240-1303.
2021-01-20 0:00,169,흑산도,결빙 서리,,
2021-01-28 0:00,169,흑산도,달무리 서리 연무,연무 눈 폭풍 소낙눈 신적설 적설 결빙,-ば-0138. て1016-てわ1200-1221. ぅ1533-1648. ゅ1602-1614. ゅ1617-1636. ゅ1653-1809. え1732-1748. ゅ1820-1827. ゅ1831-1844. え1838-1855. ゅ1902-1912. え1905-1935. ゅ1923-1930. ゅ1952-2001. え2016-えゎ2100-えゎ2400- ゅ2026-2119. ゅ2137-2145. ゅ2150-2212. ゅ2224-
2021-02-04 0:00,169,흑산도,진눈깨비 박무 폭풍,서리 결빙,う0101-0135. こ0110-こゎ0300-0535. ゅ0307-0327. ゅ0330-0341. ゅ0350-0436.
2021-02-05 0:00,169,흑산도,서리 결빙 노을,,
2021-02-10 0:00,169,흑산도,서리,,
2021-03-03 0:00,169,흑산도,서리,햇무리,は1350-1415.
2021-12-06 0:00,169,흑산도,이슬 서리 노을,,
2022-01-03 0:00,169,흑산도,서리 결빙,,
2022-02-11 0:00,169,흑산도,서리 박무 연무,연무,-こ-こゎ0300-0530. て0520-てゎ0600-0718. こ0708-こゎ0900-1147. て1138-てゎ1200-1346. て1812-2040. て2225-てゎ2400-
2022-02-28 0:00,169,흑산도,서리,,
2022-04-02 0:00,169,흑산도,서리 이슬,,
2022-12-20 0:00,169,흑산도,서리,눈,ぅ2201-2231.
2023-01-08 0:00,169,흑산도,황사 서리,황사 이슬 박무,-と-とゎ0300-とゎ0600-とゎ0900-とゎ1200-とゎ1500-1525. こ2124-2357.
2023-01-10 0:00,169,흑산도,서리,,
2023-01-11 0:00,169,흑산도,서리 박무,박무,こ0415-こゎ0600-0645. こ2030-こゎ2100-2342.
2023-01-23 0:00,169,흑산도,서리,연무 ぁ 박무 폭풍 눈 결빙,て1615-1740. ぁ1755-1759. こ1918-こゎ2100-2129. ゅ1935-1936. ゅ1939-1958. ぁ2008-2016. ゅ2009-2010. ゅ2050-2104. ゅ2125- ぅ2248-ぅゎ2400-
2023-02-05 0:00,169,흑산도,서리 결빙,,
2023-02-06 0:00,169,흑산도,서리 결빙,박무,こ2024-こゎ2100-2153. こ2305-こゎ2400-
2023-02-22 0:00,169,흑산도,결빙 서리,ぁ 진눈깨비,ぁ2025-ぁゎ2100-う2145-うゎ2400-
2023-02-27 0:00,169,흑산도,서리 노을,,
2023-02-28 0:00,169,흑산도,박무 서리 결빙,,こ0613-0737.
2023-03-04 0:00,169,흑산도,서리,,
2023-03-05 0:00,169,흑산도,서리,,
2023-12-04 0:00,169,흑산도,노을 서리,,
2024-01-30 0:00,169,흑산도,서리 달코로나,ぁ 박무,ひ0410-0520. ぁ1920-1958. こ1950-2030. ぁ2007-2022. ぁ2133-2257. こ2240-こわ2400- ぁ2343-ぁゎ2400-
2024-02-12 0:00,169,흑산도,연무 서리 박무,연무 박무,て0048-てゎ0300-てゎ0600-0645. こ0640-こゎ0900-1040. て1035-てゎ1200-1216. こ1720-こゎ1800-こわ2100-こわ2400-
2024-02-17 0:00,169,흑산도,서리,,
2024-03-15 0:00,169,흑산도,이슬 서리 박무,,こ0533-こゎ0600-0637.
2025-01-18 0:00,169,흑산도,서리,,
2025-01-22 0:00,169,흑산도,서리,박무,こ2326-こゎ2400-
2025-02-11 0:00,169,흑산도,결빙 서리,ぁ,ぁ2124-ぁゎ2400-
2025-02-25 0:00,169,흑산도,서리,,
2025-03-10 0:00,169,흑산도,이슬 박무 서리,이슬,-こ-こゎ0300-こわ0600-こゎ0900-0937.
2025-03-11 0:00,169,흑산도,이슬 서리,박무,こ2320-こゎ2400-
2025-04-01 0:00,169,흑산도,이슬 서리,,
2019-01-02 0:00,177,홍성,결빙 서리,결빙 박무,こ2350-こゎ2400-
2019-01-03 0:00,177,홍성,결빙 박무 서리,결빙 박무,-こ-0050. こ0205-こゎ0300-0920. こ2350-こゎ2400-
2019-01-04 0:00,177,홍성,결빙 박무 서리,결빙 박무,-こ-こゎ0300-0930. こ2150-こゎ2400-
2019-01-05 0:00,177,홍성,결빙 박무 서리 연무,결빙,-こ-こゎ0300-こわ0600-0945. て0940-1015.
2019-01-07 0:00,177,홍성,결빙 박무 서리,결빙 연무 박무,こ0040-こゎ0300-0940. て1750-てゎ1800-2120. こ2110-こゎ2400-
2019-01-08 0:00,177,홍성,결빙 박무 서리,결빙,-こ-こわ0300-こゎ0600-1015.
2019-01-10 0:00,177,홍성,결빙,결빙 눈 박무 서리,ぅ1502-1540. こ1850-こゎ2100-
2019-01-11 0:00,177,홍성,서리 결빙 박무 연무,결빙,-こ-こゎ0300-1055. て1050-てゎ1200-
2019-01-13 0:00,177,홍성,결빙 서리 박무 연무,결빙 박무 연무,-こ-こわ0300-こゐ0600-こわ0900-1110. て1105-てゎ1200-2013. こ2005-こわ2100-
2019-01-14 0:00,177,홍성,결빙 서리 박무 안개,연무 결빙 박무,-こ-こゐ0300-よりぐ0710-よるぐ0720-よれぐ0725-よろぐ0730-らろぐ0810-られぐ0830-らるぐ0835-らりこ0855-こゐ0900-こわ1200-1204. て1201-てわ1500-てわ1800-1950. こ1945-こわ2100-こゐ2400-
2019-01-18 0:00,177,홍성,결빙 박무 서리,결빙 연무 박무,-こ-こゎ0300-1050. て1810-2045. こ2035-こゎ2100-こわ2400-
2019-01-19 0:00,177,홍성,결빙 박무 서리 연무,결빙 연무,-こ-こわ0300-1025. て1020-てゎ1200-1210. て1830-てゎ2100-
2019-01-22 0:00,177,홍성,결빙 박무 서리,결빙,こ0330-こゎ0600-1030.
2019-01-23 0:00,177,홍성,결빙 연무 박무 서리,결빙,て0020-0110. こ0105-こゎ0300-こわ0600-0955. て0950-1035.
2019-01-24 0:00,177,홍성,결빙 서리,결빙,
2019-01-29 0:00,177,홍성,서리 결빙,결빙 박무,こ2350-こゎ2400-
2019-02-01 0:00,177,홍성,결빙,결빙 눈 박무 서리,ぅ1450-ぅゎ1500-1530. ぅ1550-1620. ぅ1640-1655. こ1855-こゎ2100-
2019-02-02 0:00,177,홍성,서리 결빙 박무,결빙 연무 ぁ 박무,-こ-こゎ0300-0840. て2210-2350. ぁ2235-ぁゎ2400- こ2345-こゎ2400-
2019-02-05 0:00,177,홍성,박무 서리 결빙,결빙,こ0250-こゎ0300-0430. こ0740-0850.
2019-02-17 0:00,177,홍성,박무 서리 결빙,결빙,-こ-こゎ0300-0810.
2019-02-18 0:00,177,홍성,결빙 서리,결빙 눈,ぅ2345-ぅゎ2400-
2019-02-21 0:00,177,홍성,결빙 박무 서리 연무,연무 박무 결빙,-こ-こわ0300-1110. て1105-てゎ1200-1630. て1720-てゎ1800-1810. こ2210-こゎ2400-
2019-02-22 0:00,177,홍성,결빙 박무 서리 연무,결빙 연무 박무,-こ-こわ0300-1055. て1050-てゎ1200-1250. て2210-2315. こ2305-こゎ2400-
2019-02-24 0:00,177,홍성,결빙 박무 서리 연무,연무 박무,-こ-こわ0300-こゎ0900-0925. て0915-1105. て1830-2050. こ2045-こゎ2100-こわ2400-
2019-02-25 0:00,177,홍성,박무 낮은안개 서리 결빙 안개,연무 박무 결빙,-こ-こゐ0300-よりづ0530-よるづ0535-よれづ0540-よろづ0545-づゐ0600-ぐ0715-らろぐ0720-よろぐ0805-ぐゐ0900-らろぐ0905-られぐ1005-らるぐ1020-らりこ1105-こわ1200-1310. て1305-1455.
2019-02-26 0:00,177,홍성,박무 결빙 서리,,こ0130-こゎ0300-0440.こ0550-こゎ0600-0640.
2019-03-01 0:00,177,홍성,안개 결빙 박무 서리 연무,박무 연무,-ぐ-よりぐ0050-ぐゎ0300-らりこ0650-こゐ0900-0950. て0945-てゎ1200-2045. こ2035-こわ2100-こゐ2400-
2019-03-02 0:00,177,홍성,결빙 박무 안개 서리 연무,연무,-こ-こゐ0300-よりぐ0350-らりこ0410-こゐ0600-1010. て1005-てゎ1200-てわ1800-
2019-03-07 0:00,177,홍성,박무 결빙 서리 연무,결빙,-こ-こわ0300-こゎ0900-0940. て0935-1005.
2019-03-08 0:00,177,홍성,박무 서리 결빙,서리 결빙,こ0605-0825.
2019-03-09 0:00,177,홍성,서리 결빙 박무,,こ0110-こゎ0300-0805.
2019-03-17 0:00,177,홍성,박무 결빙 서리,결빙,こ0150-こゎ0300-0815.
2019-04-02 0:00,177,홍성,결빙 서리,,
2019-04-03 0:00,177,홍성,서리 결빙,,
2019-04-11 0:00,177,홍성,박무 서리,ぁ,-こ-こゎ0300-こわ0600-0850. ぁ1445-1455.
2019-04-15 0:00,177,홍성,박무 서리,,-こ-こゎ0300-0310.
2019-11-08 0:00,177,홍성,서리 결빙 박무,,こ0630-0810.
2019-11-09 0:00,177,홍성,서리 결빙,박무 이슬,こ2040-こゎ2100-
2019-11-19 0:00,177,홍성,ぁ 진눈깨비 눈 서리 결빙 박무,박무 진눈깨비 ぁ 서리 결빙,-ぁ-0205. ぁ0230-ぁゎ0300-う0445-ぅ0450-0535. ぅ0930-ぅゎ1200-う1410-うゎ1500-ぁ1520-1740. こ1040-こゎ1200-1210. ぁ1750-ぁゎ1800-1825. こ1840-1930. こ2005-こゎ2100-2205.
2019-11-20 0:00,177,홍성,서리 결빙,서리 결빙,
2019-11-21 0:00,177,홍성,서리 결빙 박무,,こ0330-0430.
2019-11-26 0:00,177,홍성,박무 서리 결빙,박무,-こ-こゎ0300-こわ0600-こゎ0900-1110. こ2050-こゎ2100-2110.
2019-11-28 0:00,177,홍성,박무 서리 결빙,박무 서리 결빙,こ0350-0440. こ0710-0830. こ2305-こゎ2400-
2019-11-29 0:00,177,홍성,박무 서리 결빙,서리 결빙,-こ-0250.
2019-11-30 0:00,177,홍성,서리 결빙,박무,こ1910-こゎ2100-
2019-12-05 0:00,177,홍성,결빙,서리 결빙,
2019-12-06 0:00,177,홍성,서리 결빙,결빙,
2019-12-07 0:00,177,홍성,결빙,ぁ 박무 안개 결빙 서리,ぁ1340-ぁゎ1500-1550. こ1440-こゎ1500-こわ1800-よりぐ2030-ぐゎ2100-よるぐ2105-よれぐ2110-よろぐ2130-ぐゐ2400-
2019-12-08 0:00,177,홍성,안개 서리 결빙 낮은안개 박무,박무 연무 서리 결빙,-ぐ-ぐゐ0300-らろぐ0310-ぐゐ0600-よろぐ0610-らろぐ0730-ぐゐ0900-づ1040-られづ1050-らるづ1110-らりこ1130-こゎ1200-1220. て1630-てゎ1800-1808. こ1805-こわ2100-
2019-12-09 0:00,177,홍성,박무 서리 결빙,연무 박무,-こ-こわ0300-こゎ0600-1125. て1810-2045. こ2040-こゎ2100-
2019-12-13 0:00,177,홍성,서리 결빙 박무,결빙 ぁ,こ0310-0410. こ0650-0730. こ0750-0805. ぁ2340-ぁゎ2400-
2019-12-15 0:00,177,홍성,박무 서리 결빙,박무,こ0120-こゎ0300-1045. こ2105-こゎ2400-
2019-12-16 0:00,177,홍성,박무 이슬 서리 결빙,박무,-こ-こゎ0300-こわ0600-こゎ0900-1045. こ2110-こゎ2400-
2019-12-19 0:00,177,홍성,서리 결빙,눈 결빙,ぅ2330-2350.
2019-12-21 0:00,177,홍성,박무 서리 결빙,박무 서리 결빙,こ0130-こゎ0300-0340. こ0430-こゎ0600-0715. こ2120-こゎ2400-
2019-12-22 0:00,177,홍성,서리 결빙 박무 ぁ,연무 박무,-こ-こゎ0300-1145. ぁ0515-ぁゎ0600-0610. て1710-てゎ1800-1940. こ1935-こゎ2100-
2019-12-23 0:00,177,홍성,ぁ 박무 연무,연무 박무 서리 결빙,ぁ0005-ぁゎ0300-0320. -こ-0230. こ0330-こゎ0600-0850. ぁ0555-ぁゎ0600-0615. て0845-てゎ0900-0930. て1805-1915. て2005-てゎ2100-2150. こ2145-こわ2400-
2019-12-24 0:00,177,홍성,서리 결빙 박무,연무 박무 서리 결빙,-こ-こゐ0300-こわ0600-1305. て1302-てゎ1500-1510. て1735-てゎ1800-2016. こ2013-こゎ2100-
2019-12-25 0:00,177,홍성,서리 결빙 박무,결빙 연무 박무,-こ-こわ0300-こゎ1200-1205. て1203-1250. て1830-てゎ2100-2230. こ2225-こゎ2400-
2019-12-27 0:00,177,홍성,박무 결빙 서리,결빙,こ0650-こゎ0900-0940.
2019-12-28 0:00,177,홍성,서리 결빙,박무 서리 결빙,こ1850-こゎ2100-こわ2400-
2019-12-29 0:00,177,홍성,서리 결빙 박무 ぁ,박무,-こ-こゎ0300-こわ1800-こゎ2100-こゐ2400- ぁ1105-ぁゎ1200-
2020-01-02 0:00,177,홍성,결빙 박무 서리,연무 박무 결빙,-こ-こわ0300-こゎ0600-0705. こ0820-こゎ0900-1035. て1540-てゎ1800-1945. こ1940-こゎ2100-こわ2400-
2020-01-03 0:00,177,홍성,결빙 박무 서리 연무,결빙 연무 박무,-こ-こわ0300-こゐ0600-こわ0900-1145. て1140-てゎ1200-1250. て1420-てゎ1500-1550. て1640-てゎ1800-1924. こ1920-こゎ2100-こわ2400-
2020-01-04 0:00,177,홍성,박무 서리 결빙 연무,연무 결빙 박무,-こ-こわ0300-1105. て1130-てゎ1200-1240. て1420-てゎ1500-1510. こ2115-こゎ2400-
2020-01-05 0:00,177,홍성,박무 서리 결빙,결빙,-こ-こゎ0300-1025.
2020-01-09 0:00,177,홍성,결빙,박무 서리 결빙,こ1950-こゎ2100-こわ2400-
2020-01-10 0:00,177,홍성,서리 결빙 박무 연무,결빙 연무 박무 서리,-こ-こわ0300-こゎ0600-こわ0900-1125. て1120-てゎ1200-1635. こ2130-こゎ2400-
2020-01-11 0:00,177,홍성,서리 결빙 박무,박무 결빙,-こ-こゎ0300-こわ0900-こゎ1200-1205.
2020-01-13 0:00,177,홍성,결빙 눈,결빙 서리,ぅ0405-0425. ぅ0745-0835.
2020-01-14 0:00,177,홍성,서리 결빙,서리 결빙,
2020-01-15 0:00,177,홍성,서리 결빙 박무,결빙 박무 서리,こ0050-こゎ0300-1005. こ2330-こゎ2400-
2020-01-16 0:00,177,홍성,서리 결빙 박무,결빙,-こ-0010. こ0140-こゎ0300-1055.
2020-01-17 0:00,177,홍성,박무 서리 결빙 연무,박무 결빙,こ0230-こゎ0300-0320. こ0450-こゎ0600-0910. こ0945-1115. て1110-1125. こ2330-こゎ2400-
2020-01-18 0:00,177,홍성,결빙 박무 서리,박무 서리 결빙,-こ-こゎ0300-0935. こ2245-こゎ2400-
2020-01-19 0:00,177,홍성,서리 결빙 박무 ぁ 싸락눈 눈 연무,결빙 ぁ 연무,-こ-こゎ0300-0605. ぁ0710-お0715-0725. こ0810-こゎ0900-1030. ぅ0920-0930. て1025-てゎ1200-2245. ぁ1055-1115. ぁ1645-1655.
2020-01-21 0:00,177,홍성,결빙 서리,결빙 박무,こ2350-こゎ2400-
2020-01-24 0:00,177,홍성,결빙 박무 서리 연무,연무 박무 결빙,-こ-こわ0300-1055. て1050-てゎ1200-1255. て1605-てゎ1800-1825. こ1820-こゎ2100-こわ2400-
2020-01-25 0:00,177,홍성,결빙 박무 서리,박무 이슬 결빙,-こ-こわ0300-こゎ1500-こわ2100-
2020-01-26 0:00,177,홍성,이슬 결빙 박무 서리,연무 박무,-こ-こわ0300-こゐ0600-こゎ1200-1240. て1235-1305.
2020-01-30 0:00,177,홍성,박무 서리 결빙,박무 서리,こ0330-こゎ0600-0930. こ2310-こゎ2400-
2020-01-31 0:00,177,홍성,결빙 서리 박무,박무 결빙,-こ-こゎ0300-0940. こ2110-こゎ2400-
2020-02-01 0:00,177,홍성,결빙 박무 서리 ぁ,결빙 연무 ぁ 박무,-こ-こゎ0300-0935. こ1035-こゎ1200-1240. ぁ1050-1110. ぁ1120-ぁゎ1200-1240. て1235-てゎ1500-2255. ぁ1420-1450. ぁ1620-1625. こ2250-こゎ2400-
2020-02-02 0:00,177,홍성,박무 서리 결빙 연무,연무 박무 결빙,-こ-こわ0300-1050. て1045-てゎ1200-1235. こ2320-こゎ2400-
2020-02-04 0:00,177,홍성,결빙 서리 박무,결빙 눈 박무 싸락눈,こ0740-0810. ぅ1905-お2050-おゎ2100-ぅ2120-2140. こ1910-こゎ2100-2245. ぅ2230-2340.
2020-02-06 0:00,177,홍성,결빙 서리,결빙,
